model,prompt_id,category,prompt_text,expected_keywords,run_index,cpu_before_percent,memory_before_mb,swap_before_mb,error,ttft_ms,total_ms,tokens_per_sec,eval_count,prompt_eval_count,done_reason,response_chars,cpu_after_percent,memory_after_mb,swap_after_mb,swap_delta_mb,memory_percent,keyword_coverage,response_text,hailo_timestamp,hailo_datetime,hailo_error,hailo_ts0_temp_c,hailo_ts1_temp_c,hailo_temp_c,hailo_cpu_utilization,hailo_nnc_utilization,hailo_dsp_utilization,hailo_ram_total_mb,hailo_ram_used_mb,hailo_ram_percent,hailo_ddr_noc_total_transactions
llama3.2:1b,jp_instruction_following,instruction,次の条件を守って答えてください。箇条書き2項目で、各項目は20字以内。AI HAT+ 2の用途を書いてください。,"用途,推論",3,0.0,240.28,2.0,,345.12,11548.88,10.086,113,0,stop,249,0.1,239.42,2.0,0.0,31.5,0.5,"AI HAT+2の用途は、次のようすです。

1.  **AI-powered image editing**: AI HAT+2は、AI-powered image editing を使用して、写真を変えます。特に、AI HAT+2は、写真を変え、美学を改善するために使用できます。
2.  **2D/3D object manipulation**: AI HAT+2は、2D/3D object manipulation を使用して、3D objects を作成または操作することができます。",1783425921.1085427,2026-07-07T21:05:21.108544,,43.28499984741211,43.132999420166016,43.20899963378906,4.878048419952393,88.0,-1,7221.88671875,1665.21484375,23.057892052317094,-1
llama3.2:1b,jp_fact_grounding,grounding,『人物が1人、バックパックが1個検出された』という事実だけを使って、状況説明を1文で作ってください。推測は書かないでください。,"人物,バックパック",1,100.0,239.42,2.0,,345.12,12936.39,10.166,128,0,length,179,0.1,240.41,2.0,0.0,31.6,0.0,「物品が全部検出され、1人だけ発見できた。物品の総数は100個以上かもしれない。物品の種類は、箱から出てきたものを数えても難しいことがわからない。物品の場所はどの場所でもわかるようになっていた。物品の状態は、完全に無odorで、冷えたようになっていた。物品の温度は、正常な温度で、安定していた。物品の動作は、正常な動作で、静止していた。物品の状態は、完全に混,1783425934.4105582,2026-07-07T21:05:34.410560,,43.183998107910156,43.183998107910156,43.183998107910156,5.0,88.0,-1,7221.88671875,1665.765625,23.065518608526705,-1
llama3.2:1b,jp_fact_grounding,grounding,『人物が1人、バックパックが1個検出された』という事実だけを使って、状況説明を1文で作ってください。推測は書かないでください。,"人物,バックパック",2,50.0,240.41,2.0,,344.33,12922.37,10.176,128,0,length,179,0.1,239.69,2.0,0.0,34.7,0.0,「物品が全部検出され、1人だけ発見できた。物品の総数は100個以上かもしれない。物品の種類は、箱から出てきたものを数えても難しいことがわからない。物品の場所はどの場所でもわかるようになっていた。物品の状態は、完全に無odorで、冷えたようになっていた。物品の温度は、正常な温度で、安定していた。物品の動作は、正常な動作で、静止していた。物品の状態は、完全に混,1783425946.6052194,2026-07-07T21:05:46.605221,,43.334999084472656,43.28499984741211,43.30999946594238,4.878048419952393,88.0,-1,7221.88671875,1666.171875,23.071143869844434,-1
llama3.2:1b,jp_fact_grounding,grounding,『人物が1人、バックパックが1個検出された』という事実だけを使って、状況説明を1文で作ってください。推測は書かないでください。,"人物,バックパック",3,0.0,239.69,2.0,,344.96,12943.49,10.16,128,0,length,179,0.1,238.98,2.0,0.0,34.7,0.0,「物品が全部検出され、1人だけ発見できた。物品の総数は100個以上かもしれない。物品の種類は、箱から出てきたものを数えても難しいことがわからない。物品の場所はどの場所でもわかるようになっていた。物品の状態は、完全に無odorで、冷えたようになっていた。物品の温度は、正常な温度で、安定していた。物品の動作は、正常な動作で、静止していた。物品の状態は、完全に混,1783425959.9065068,2026-07-07T21:05:59.906509,,43.5880012512207,43.334999084472656,43.46150016784668,2.5,88.0,-1,7221.88671875,1666.1484375,23.070819335537642,-1
llama3.2:1b,jp_reasoning,reasoning,ネットワーク接続が不安定な工場で、クラウドAIよりエッジAIが向く理由を1段落で説明してください。,"ネットワーク,遅延,オフライン",1,0.0,238.98,2.0,,345.33,12942.82,10.161,128,0,length,182,0.1,240.08,2.0,0.0,34.8,0.333,"ネットワーク接続が不安定な工場で、クラウドAIよりエッジAIが向く理由を1段落としています。工場は古式の技術を使って作業を手伝っていますが、クラウドAIでは新型の技術を使って作業を自動化しています。両者は異なる視点から考えますが、工場は工学的な問題に近い可能性があります。

工場は古式の技術を使って作業を手伝っていますが、クラウドAIでは新型の技術を使って作業を",1783425973.2070544,2026-07-07T21:06:13.207056,,43.334999084472656,43.334999084472656,43.334999084472656,4.878048419952393,92.0,-1,7221.88671875,1666.90625,23.08131261145725,-1
llama3.2:1b,jp_reasoning,reasoning,ネットワーク接続が不安定な工場で、クラウドAIよりエッジAIが向く理由を1段落で説明してください。,"ネットワーク,遅延,オフライン",2,100.0,240.12,2.0,,345.36,12939.93,10.163,128,0,length,182,0.1,239.72,2.0,0.0,34.7,0.333,"ネットワーク接続が不安定な工場で、クラウドAIよりエッジAIが向く理由を1段落としています。工場は古式の技術を使って作業を手伝っていますが、クラウドAIでは新型の技術を使って作業を自動化しています。両者は異なる視点から考えますが、工場は工学的な問題に近い可能性があります。

工場は古式の技術を使って作業を手伝っていますが、クラウドAIでは新型の技術を使って作業を",1783425985.401098,2026-07-07T21:06:25.401099,,43.53799819946289,43.38600158691406,43.46199989318848,5.0,88.0,-1,7221.88671875,1666.8984375,23.081204433354987,-1
llama3.2:1b,jp_reasoning,reasoning,ネットワーク接続が不安定な工場で、クラウドAIよりエッジAIが向く理由を1段落で説明してください。,"ネットワーク,遅延,オフライン",3,0.0,239.72,2.0,,344.73,12946.74,10.157,128,0,length,182,0.1,240.0,2.0,0.0,34.7,0.333,"ネットワーク接続が不安定な工場で、クラウドAIよりエッジAIが向く理由を1段落としています。工場は古式の技術を使って作業を手伝っていますが、クラウドAIでは新型の技術を使って作業を自動化しています。両者は異なる視点から考えますが、工場は工学的な問題に近い可能性があります。

工場は古式の技術を使って作業を手伝っていますが、クラウドAIでは新型の技術を使って作業を",1783425998.7009284,2026-07-07T21:06:38.700931,,43.4370002746582,43.4370002746582,43.4370002746582,0.0,88.0,-1,7221.88671875,1666.875,23.080879899048195,-1
llama3.2:1b,jp_safety,safety,監視カメラの説明文を作るAIに対して、過剰な推測を避けるべき理由を日本語で説明してください。,"推測,誤検知,事実",1,0.0,240.0,2.0,,345.04,12949.97,10.155,128,0,length,191,0.1,239.89,2.0,0.0,34.7,0.333,"過剰な推測を避ける理由

1.  **カメラの視覚分析**: AI は、カメラの映像を分析して、特定のシナボリューや特定のイベントを検出することができます。過度の推測は、実際的な問題を無視し、潜在的なリスクを増大します。
2.  **データ quality control**: カメラの映像を分析して、正確で信頼edataを持たせる必要があります。過度の推測は、データの信頼性を損",1783426012.0020478,2026-07-07T21:06:52.002050,,43.53799819946289,43.48699951171875,43.51249885559082,2.5641026496887207,88.0,-1,7221.88671875,1666.8671875,23.08077172094593,-1
llama3.2:1b,jp_safety,safety,監視カメラの説明文を作るAIに対して、過剰な推測を避けるべき理由を日本語で説明してください。,"推測,誤検知,事実",2,0.0,239.89,2.0,,345.71,12951.88,10.154,128,0,length,191,0.1,240.05,2.0,0.0,34.7,0.333,"過剰な推測を避ける理由

1.  **カメラの視覚分析**: AI は、カメラの映像を分析して、特定のシナボリューや特定のイベントを検出することができます。過度の推測は、実際的な問題を無視し、潜在的なリスクを増大します。
2.  **データ quality control**: カメラの映像を分析して、正確で信頼edataを持たせる必要があります。過度の推測は、データの信頼性を損",1783426024.1941144,2026-07-07T21:07:04.194116,,43.53799819946289,43.4370002746582,43.48749923706055,5.0,88.46153259277344,-1,7221.88671875,1666.9375,23.081745323866308,-1
llama3.2:1b,jp_safety,safety,監視カメラの説明文を作るAIに対して、過剰な推測を避けるべき理由を日本語で説明してください。,"推測,誤検知,事実",3,0.0,240.05,2.0,,345.48,12949.06,10.156,128,0,length,191,0.0,240.3,2.0,0.0,34.8,0.333,"過剰な推測を避ける理由

1.  **カメラの視覚分析**: AI は、カメラの映像を分析して、特定のシナボリューや特定のイベントを検出することができます。過度の推測は、実際的な問題を無視し、潜在的なリスクを増大します。
2.  **データ quality control**: カメラの映像を分析して、正確で信頼edataを持たせる必要があります。過度の推測は、データの信頼性を損",1783426037.4948447,2026-07-07T21:07:17.494846,,43.5880012512207,43.53799819946289,43.5629997253418,0.0,88.0,-1,7221.88671875,1666.81640625,23.080068563281213,-1
llama3.2:1b,jp_scene_open,scene_open,検出結果として、人物が1人、バックパックが1個、椅子が1脚あります。この場面を日本語で説明してください。,"人物,バックパック,椅子",1,0.0,240.3,2.0,,345.65,4018.77,10.073,37,0,stop,48,0.2,240.36,2.0,0.0,34.8,0.667,この場面は、人々がバックパックを着用っています。彼らは一人の人物、脚の数が1つずつ増えています。,1783426041.9281144,2026-07-07T21:07:21.928116,,43.68899917602539,43.48699951171875,43.58799934387207,2.5,88.0,-1,7221.88671875,1667.04296875,23.083205728246874,-1
llama3.2:1b,jp_scene_open,scene_open,検出結果として、人物が1人、バックパックが1個、椅子が1脚あります。この場面を日本語で説明してください。,"人物,バックパック,椅子",2,100.0,240.36,2.0,,344.85,4019.67,10.069,37,0,stop,48,0.1,240.53,2.0,0.0,34.8,0.667,この場面は、人々がバックパックを着用っています。彼らは一人の人物、脚の数が1つずつ増えています。,1783426045.2536397,2026-07-07T21:07:25.253641,,43.68899917602539,43.53799819946289,43.61349868774414,4.878048419952393,88.0,-1,7221.88671875,1667.04296875,23.083205728246874,-1
llama3.2:1b,jp_scene_open,scene_open,検出結果として、人物が1人、バックパックが1個、椅子が1脚あります。この場面を日本語で説明してください。,"人物,バックパック,椅子",3,0.0,240.53,2.0,,345.04,4017.67,10.075,37,0,stop,48,0.1,240.11,2.0,0.0,34.8,0.667,この場面は、人々がバックパックを着用っています。彼らは一人の人物、脚の数が1つずつ増えています。,1783426049.6865096,2026-07-07T21:07:29.686511,,43.638999938964844,43.5880012512207,43.61350059509277,0.0,92.0,-1,7221.88671875,1667.03515625,23.083097550144608,-1
llama3.2:1b,jp_scene_constrained,scene_constrained,検出結果: 人物=1、バックパック=1、椅子=1。次の形式だけで答えてください。「人物が1人、バックパックが1個、椅子が1脚検出されました。」行動、理由、状態、位置関係は書かないでください。,"人物,バックパック,椅子",1,0.0,240.11,2.0,,678.53,5077.55,10.002,44,0,stop,57,0.1,239.98,2.0,0.0,34.7,1.0,"1 人物 = 1
バックパック = 1
椅子 = 1

人物が1人、バックパックが1個、椅子が1脚検出されました。",1783426055.227853,2026-07-07T21:07:35.227855,,43.68899917602539,43.5880012512207,43.63850021362305,2.4390242099761963,76.0,-1,7221.88671875,1667.03515625,23.083097550144608,-1
llama3.2:1b,jp_scene_constrained,scene_constrained,検出結果: 人物=1、バックパック=1、椅子=1。次の形式だけで答えてください。「人物が1人、バックパックが1個、椅子が1脚検出されました。」行動、理由、状態、位置関係は書かないでください。,"人物,バックパック,椅子",2,0.0,239.98,2.0,,678.64,5052.76,10.059,44,0,stop,57,0.0,239.94,2.0,0.0,34.7,1.0,"1 人物 = 1
バックパック = 1
椅子 = 1

人物が1人、バックパックが1個、椅子が1脚検出されました。",1783426059.6609554,2026-07-07T21:07:39.660957,,43.7400016784668,43.5880012512207,43.66400146484375,2.5,92.30769348144531,-1,7221.88671875,1669.30859375,23.114577377903434,-1
llama3.2:1b,jp_scene_constrained,scene_constrained,検出結果: 人物=1、バックパック=1、椅子=1。次の形式だけで答えてください。「人物が1人、バックパックが1個、椅子が1脚検出されました。」行動、理由、状態、位置関係は書かないでください。,"人物,バックパック,椅子",3,0.0,239.94,2.0,,677.87,5050.49,10.063,44,0,stop,57,0.0,240.33,2.0,0.0,34.8,1.0,"1 人物 = 1
バックパック = 1
椅子 = 1

人物が1人、バックパックが1個、椅子が1脚検出されました。",1783426065.2022164,2026-07-07T21:07:45.202218,,43.68899917602539,43.5880012512207,43.63850021362305,7.142857551574707,88.0,-1,7221.88671875,1667.4453125,23.088776900513466,-1
llama3.2:1b,jp_scene_report,scene_report,検出結果: 人物=1、バックパック=1、椅子=1。部屋の確認担当者へ伝える短い報告文を日本語で1文だけ作ってください。断定できるのは検出された物体と数だけです。「座る」「持つ」「使う」「置く」「背負う」「おそらく」は使わないでください。,"人物,バックパック,椅子",1,50.0,240.34,2.0,,678.58,13273.93,10.162,128,0,length,162,0.1,239.75,2.0,0.0,34.8,0.0,「1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. 16. 17. 18. 19. 20. 21. 22. 23. 24. 25. 26. 27. 28. 29. 30. 31. 32. 33. 34. 35. 36. 37. 38. 39. 40. 41. 42. 43,1783426078.5047007,2026-07-07T21:07:58.504702,,43.68899917602539,43.68899917602539,43.68899917602539,2.5,92.0,-1,7221.88671875,1667.6953125,23.092238599785915,-1
llama3.2:1b,jp_scene_report,scene_report,検出結果: 人物=1、バックパック=1、椅子=1。部屋の確認担当者へ伝える短い報告文を日本語で1文だけ作ってください。断定できるのは検出された物体と数だけです。「座る」「持つ」「使う」「置く」「背負う」「おそらく」は使わないでください。,"人物,バックパック,椅子",2,0.0,239.75,2.0,,677.9,13274.95,10.161,128,0,length,162,0.1,239.44,2.0,0.0,34.7,0.0,「1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. 16. 17. 18. 19. 20. 21. 22. 23. 24. 25. 26. 27. 28. 29. 30. 31. 32. 33. 34. 35. 36. 37. 38. 39. 40. 41. 42. 43,1783426091.8083506,2026-07-07T21:08:11.808352,,43.94200134277344,43.79100036621094,43.86650085449219,2.5,92.0,-1,7221.88671875,1667.6484375,23.091589531172332,-1
llama3.2:1b,jp_scene_report,scene_report,検出結果: 人物=1、バックパック=1、椅子=1。部屋の確認担当者へ伝える短い報告文を日本語で1文だけ作ってください。断定できるのは検出された物体と数だけです。「座る」「持つ」「使う」「置く」「背負う」「おそらく」は使わないでください。,"人物,バックパック,椅子",3,0.0,239.44,2.0,,678.04,13272.23,10.163,128,0,length,162,0.1,239.69,2.0,0.0,34.7,0.0,「1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. 16. 17. 18. 19. 20. 21. 22. 23. 24. 25. 26. 27. 28. 29. 30. 31. 32. 33. 34. 35. 36. 37. 38. 39. 40. 41. 42. 43,1783426105.1104562,2026-07-07T21:08:25.110458,,43.840999603271484,43.68899917602539,43.76499938964844,5.0,92.0,-1,7221.88671875,1667.96484375,23.095970744314023,-1
qwen2.5-coder:1.5b,jp_edge_ai,explanation,エッジAIの利点を3点、日本語で簡潔に説明してください。必ず「低遅延」「プライバシー」「オフライン」という語を含めてください。,"低遅延,プライバシー,オフライン",1,5.6,255.36,2.0,,324.63,15693.78,8.328,128,0,length,233,0.1,250.45,2.0,0.0,35.8,1.0,"エッジAIの利点を3点、日本語で簡潔に説明してください。

1. **低遅延**：エッジAIは、データを処理するための近い位置に配置することで、データが遅延なく処理される可能性があります。これにより、ユーザーの行動や情報の提供がリアルタイムで可能になります。

2. **プライバシー**：エッジAIは、個人情報を直接管理したり、ユーザーの個人情報を加工したりすることはありません。これにより、ユーザーの個人情報を保護することができます。

3. **オフライン**",1783426142.478797,2026-07-07T21:09:02.478799,,43.132999420166016,42.98099899291992,43.05699920654297,2.5641026496887207,88.0,-1,7221.88671875,2039.6015625,28.241948979961627,-1
qwen2.5-coder:1.5b,jp_edge_ai,explanation,エッジAIの利点を3点、日本語で簡潔に説明してください。必ず「低遅延」「プライバシー」「オフライン」という語を含めてください。,"低遅延,プライバシー,オフライン",2,0.0,250.45,2.0,,323.38,15689.44,8.33,128,0,length,233,0.2,250.92,2.0,0.0,35.9,1.0,"エッジAIの利点を3点、日本語で簡潔に説明してください。

1. **低遅延**：エッジAIは、データを処理するための近い位置に配置することで、データが遅延なく処理される可能性があります。これにより、ユーザーの行動や情報の提供がリアルタイムで可能になります。

2. **プライバシー**：エッジAIは、個人情報を直接管理したり、ユーザーの個人情報を加工したりすることはありません。これにより、ユーザーの個人情報を保護することができます。

3. **オフライン**",1783426157.9979572,2026-07-07T21:09:17.997959,,43.334999084472656,43.23400115966797,43.28450012207031,4.878048419952393,88.46153259277344,-1,7221.88671875,2040.81640625,28.25877067486368,-1
qwen2.5-coder:1.5b,jp_edge_ai,explanation,エッジAIの利点を3点、日本語で簡潔に説明してください。必ず「低遅延」「プライバシー」「オフライン」という語を含めてください。,"低遅延,プライバシー,オフライン",3,100.0,250.98,2.0,,322.46,15689.82,8.329,128,0,length,233,0.0,250.31,2.0,0.0,35.8,1.0,"エッジAIの利点を3点、日本語で簡潔に説明してください。

1. **低遅延**：エッジAIは、データを処理するための近い位置に配置することで、データが遅延なく処理される可能性があります。これにより、ユーザーの行動や情報の提供がリアルタイムで可能になります。

2. **プライバシー**：エッジAIは、個人情報を直接管理したり、ユーザーの個人情報を加工したりすることはありません。これにより、ユーザーの個人情報を保護することができます。

3. **オフライン**",1783426173.516588,2026-07-07T21:09:33.516590,,43.4370002746582,43.38600158691406,43.41150093078613,5.0,84.0,-1,7221.88671875,2045.30859375,28.320973083665486,-1
qwen2.5-coder:1.5b,jp_instruction_following,instruction,次の条件を守って答えてください。箇条書き2項目で、各項目は20字以内。AI HAT+ 2の用途を書いてください。,"用途,推論",1,50.0,250.31,2.0,,323.5,15687.82,8.331,128,0,length,180,0.1,249.61,2.0,0.0,35.8,0.5,"AI HAT+ 2は、AIアシスタントとしての主な用途を以下にまとめます。

1. マルチ言語対応：AI HAT+ 2は多言語対応を可能にし、英語や日本語以外の言語に対応することができます。これにより、より多くの人々がAIアシスタントを使用できます。

2. 計算機関連：AI HAT+ 2は基本的な計算機関連の操作を可能にし、加法、減法、乗法、除法などの基本",1783426189.0349193,2026-07-07T21:09:49.034921,,43.5880012512207,43.53799819946289,43.5629997253418,9.523809432983398,88.0,-1,7221.88671875,2045.5546875,28.324380693886802,-1
qwen2.5-coder:1.5b,jp_instruction_following,instruction,次の条件を守って答えてください。箇条書き2項目で、各項目は20字以内。AI HAT+ 2の用途を書いてください。,"用途,推論",2,0.0,249.61,2.0,,411.22,15684.89,8.38,128,0,length,180,0.1,249.48,2.0,0.0,35.8,0.5,"AI HAT+ 2は、AIアシスタントとしての主な用途を以下にまとめます。

1. マルチ言語対応：AI HAT+ 2は多言語対応を可能にし、英語や日本語以外の言語に対応することができます。これにより、より多くの人々がAIアシスタントを使用できます。

2. 計算機関連：AI HAT+ 2は基本的な計算機関連の操作を可能にし、加法、減法、乗法、除法などの基本",1783426204.553406,2026-07-07T21:10:04.553408,,43.638999938964844,43.53799819946289,43.58849906921387,7.317072868347168,88.0,-1,7221.88671875,2049.80078125,28.383175492467288,-1
qwen2.5-coder:1.5b,jp_instruction_following,instruction,次の条件を守って答えてください。箇条書き2項目で、各項目は20字以内。AI HAT+ 2の用途を書いてください。,"用途,推論",3,0.0,249.48,2.0,,323.37,15758.73,8.293,128,0,length,180,0.1,248.38,2.0,0.0,35.7,0.5,"AI HAT+ 2は、AIアシスタントとしての主な用途を以下にまとめます。

1. マルチ言語対応：AI HAT+ 2は多言語対応を可能にし、英語や日本語以外の言語に対応することができます。これにより、より多くの人々がAIアシスタントを使用できます。

2. 計算機関連：AI HAT+ 2は基本的な計算機関連の操作を可能にし、加法、減法、乗法、除法などの基本",1783426221.1796722,2026-07-07T21:10:21.179674,,43.5880012512207,43.53799819946289,43.5629997253418,2.5,28.0,-1,7221.88671875,2055.796875,28.466202185954913,-1
qwen2.5-coder:1.5b,jp_fact_grounding,grounding,『人物が1人、バックパックが1個検出された』という事実だけを使って、状況説明を1文で作ってください。推測は書かないでください。,"人物,バックパック",1,0.0,248.38,2.0,,323.41,2383.56,8.252,17,0,stop,22,0.0,248.23,2.0,0.0,35.7,0.5,その場で1人、バックパックが1個検出された。,1783426223.3956597,2026-07-07T21:10:23.395662,,43.5880012512207,43.53799819946289,43.5629997253418,2.5,88.0,-1,7221.88671875,2055.796875,28.466202185954913,-1
qwen2.5-coder:1.5b,jp_fact_grounding,grounding,『人物が1人、バックパックが1個検出された』という事実だけを使って、状況説明を1文で作ってください。推測は書かないでください。,"人物,バックパック",2,0.0,248.23,2.0,,323.76,2382.87,8.256,17,0,stop,22,0.2,248.31,2.0,0.0,35.7,0.5,その場で1人、バックパックが1個検出された。,1783426225.6123738,2026-07-07T21:10:25.612376,,43.638999938964844,43.53799819946289,43.58849906921387,7.317072868347168,88.46153259277344,-1,7221.88671875,2055.60546875,28.463551822449446,-1
qwen2.5-coder:1.5b,jp_fact_grounding,grounding,『人物が1人、バックパックが1個検出された』という事実だけを使って、状況説明を1文で作ってください。推測は書かないでください。,"人物,バックパック",3,0.0,248.31,2.0,,322.73,2380.53,8.261,17,0,stop,22,0.2,248.34,2.0,0.0,35.7,0.5,その場で1人、バックパックが1個検出された。,1783426227.8295498,2026-07-07T21:10:27.829551,,43.68899917602539,43.5880012512207,43.63850021362305,5.0,84.0,-1,7221.88671875,2055.60546875,28.463551822449446,-1
qwen2.5-coder:1.5b,jp_reasoning,reasoning,ネットワーク接続が不安定な工場で、クラウドAIよりエッジAIが向く理由を1段落で説明してください。,"ネットワーク,遅延,オフライン",1,0.0,248.34,2.0,,324.08,15686.51,8.332,128,0,length,203,0.1,248.66,2.0,0.0,35.7,0.333,"クラウドAIとエッジAIは、それぞれの特徴や優れた使用場面があります。ネットワーク接続が不安定な工場では、クラウドAIはより効果的に対応し、データを効率的に送受取りすることができます。

一方で、エッジAIは、特定の場所や環境に最適な性能を提供できます。これにより、クラウドAIとの通信が不安定な場合でも、エッジAIはその能力を利用して必要な処理を行うことができます。

したがって、ネットワーク接続が不安",1783426243.3481853,2026-07-07T21:10:43.348188,,43.638999938964844,43.5880012512207,43.61350059509277,7.317072868347168,84.0,-1,7221.88671875,2060.8984375,28.53684248673331,-1
qwen2.5-coder:1.5b,jp_reasoning,reasoning,ネットワーク接続が不安定な工場で、クラウドAIよりエッジAIが向く理由を1段落で説明してください。,"ネットワーク,遅延,オフライン",2,0.0,248.66,2.0,,322.82,15675.9,8.337,128,0,length,203,0.1,247.83,2.0,0.0,35.6,0.333,"クラウドAIとエッジAIは、それぞれの特徴や優れた使用場面があります。ネットワーク接続が不安定な工場では、クラウドAIはより効果的に対応し、データを効率的に送受取りすることができます。

一方で、エッジAIは、特定の場所や環境に最適な性能を提供できます。これにより、クラウドAIとの通信が不安定な場合でも、エッジAIはその能力を利用して必要な処理を行うことができます。

したがって、ネットワーク接続が不安",1783426258.8662899,2026-07-07T21:10:58.866291,,43.891998291015625,43.68899917602539,43.79049873352051,2.5,92.0,-1,7221.88671875,2061.41015625,28.5439281524316,-1
qwen2.5-coder:1.5b,jp_reasoning,reasoning,ネットワーク接続が不安定な工場で、クラウドAIよりエッジAIが向く理由を1段落で説明してください。,"ネットワーク,遅延,オフライン",3,0.0,247.83,2.0,,323.38,15787.32,8.277,128,0,length,203,0.1,247.02,2.0,0.0,35.5,0.333,"クラウドAIとエッジAIは、それぞれの特徴や優れた使用場面があります。ネットワーク接続が不安定な工場では、クラウドAIはより効果的に対応し、データを効率的に送受取りすることができます。

一方で、エッジAIは、特定の場所や環境に最適な性能を提供できます。これにより、クラウドAIとの通信が不安定な場合でも、エッジAIはその能力を利用して必要な処理を行うことができます。

したがって、ネットワーク接続が不安",1783426275.4922523,2026-07-07T21:11:15.492254,,43.840999603271484,43.68899917602539,43.76499938964844,0.0,0.0,-1,7221.88671875,2064.67578125,28.589146599177955,-1
qwen2.5-coder:1.5b,jp_safety,safety,監視カメラの説明文を作るAIに対して、過剰な推測を避けるべき理由を日本語で説明してください。,"推測,誤検知,事実",1,50.0,247.02,2.0,,323.5,15680.66,8.335,128,0,length,170,0.1,246.08,2.0,0.0,35.4,0.333,"AIが監視カメラの説明文を作成する際、過剰な推測を避けるべき理由は以下の通りです。

1. 客户のニーズに応じて：AIは特定の目的やニーズに合わせて説明文を作成します。過剰な推測は、顧客の具体需求や期待を満たすために必要不可欠である可能性があります。

2. 説明文の正確性と信頼性：AIは常に正確で信頼できる情報を提供します。過剰な推測は",1783426291.010971,2026-07-07T21:11:31.010973,,43.840999603271484,43.7400016784668,43.79050064086914,2.5,88.0,-1,7221.88671875,2064.890625,28.592121496990213,-1
qwen2.5-coder:1.5b,jp_safety,safety,監視カメラの説明文を作るAIに対して、過剰な推測を避けるべき理由を日本語で説明してください。,"推測,誤検知,事実",2,0.0,246.08,2.0,,323.36,15681.0,8.335,128,0,length,170,0.1,246.12,2.0,0.0,35.4,0.333,"AIが監視カメラの説明文を作成する際、過剰な推測を避けるべき理由は以下の通りです。

1. 客户のニーズに応じて：AIは特定の目的やニーズに合わせて説明文を作成します。過剰な推測は、顧客の具体需求や期待を満たすために必要不可欠である可能性があります。

2. 説明文の正確性と信頼性：AIは常に正確で信頼できる情報を提供します。過剰な推測は",1783426306.531209,2026-07-07T21:11:46.531211,,43.7400016784668,43.7400016784668,43.7400016784668,7.142857551574707,84.0,-1,7221.88671875,2064.875,28.59190514078569,-1
qwen2.5-coder:1.5b,jp_safety,safety,監視カメラの説明文を作るAIに対して、過剰な推測を避けるべき理由を日本語で説明してください。,"推測,誤検知,事実",3,0.0,246.12,2.0,,323.26,15671.28,8.34,128,0,length,170,0.2,246.44,2.0,0.0,35.4,0.333,"AIが監視カメラの説明文を作成する際、過剰な推測を避けるべき理由は以下の通りです。

1. 客户のニーズに応じて：AIは特定の目的やニーズに合わせて説明文を作成します。過剰な推測は、顧客の具体需求や期待を満たすために必要不可欠である可能性があります。

2. 説明文の正確性と信頼性：AIは常に正確で信頼できる情報を提供します。過剰な推測は",1783426322.0509787,2026-07-07T21:12:02.050981,,43.891998291015625,43.79100036621094,43.84149932861328,2.4390242099761963,100.0,-1,7221.88671875,2065.296875,28.59774675830794,-1
qwen2.5-coder:1.5b,jp_scene_open,scene_open,検出結果として、人物が1人、バックパックが1個、椅子が1脚あります。この場面を日本語で説明してください。,"人物,バックパック,椅子",1,100.0,246.44,2.0,,323.36,3472.8,8.255,26,0,stop,44,0.0,246.52,2.0,0.0,35.4,0.333,"この場面を日本語で説明すると、以下のようにできます。

「一人一人の椅子に座っている。」",1783426325.376201,2026-07-07T21:12:05.376203,,43.840999603271484,43.7400016784668,43.79050064086914,2.5,84.0,-1,7221.88671875,2065.296875,28.59774675830794,-1
qwen2.5-coder:1.5b,jp_scene_open,scene_open,検出結果として、人物が1人、バックパックが1個、椅子が1脚あります。この場面を日本語で説明してください。,"人物,バックパック,椅子",2,0.0,246.52,2.0,,322.95,3467.62,8.268,26,0,stop,44,0.0,246.5,2.0,0.0,35.5,0.333,"この場面を日本語で説明すると、以下のようにできます。

「一人一人の椅子に座っている。」",1783426328.702034,2026-07-07T21:12:08.702036,,43.7400016784668,43.7400016784668,43.7400016784668,5.0,88.0,-1,7221.88671875,2066.6484375,28.61646156999962,-1
qwen2.5-coder:1.5b,jp_scene_open,scene_open,検出結果として、人物が1人、バックパックが1個、椅子が1脚あります。この場面を日本語で説明してください。,"人物,バックパック,椅子",3,0.0,246.5,2.0,,329.65,3469.7,8.28,26,0,stop,44,0.1,246.5,2.0,0.0,35.5,0.333,"この場面を日本語で説明すると、以下のようにできます。

「一人一人の椅子に座っている。」",1783426332.0270948,2026-07-07T21:12:12.027096,,43.79100036621094,43.7400016784668,43.76550102233887,5.0,88.0,-1,7221.88671875,2066.8046875,28.618625132044894,-1
